ORDER_ID,PRODUCT_ID,QUANTITY_ORDERED,UNIT_PRICE,DISCOUNT_PERCENT,TOTAL_LINE_AMOUNT
3011,42,4,20451,6.29,76659.05
3011,347,2,12709,7.38,23542.57
3012,630,3,41558,17.06,103401.47
3012,192,5,17836,0.93,88352.96
3012,6,4,37063,18.07,121468.4
3012,274,5,37306,17.6,153709.82
3012,108,5,49716,10.55,222357.41
3013,107,4,27917,8.77,101870.8
3013,646,4,34348,0.69,136441.22
3014,521,3,3646,8.5,10008.26
3014,784,4,37063,17.6,122164.81
3014,707,5,39275,5.99,184604.16
3014,59,5,29617,19.7,118917.52
3014,121,4,48382,1.62,190393.76
3015,493,2,47649,9.87,85896.37
3015,542,4,49152,3.05,190610.11
3016,277,3,39219,10.12,105755.97
3016,570,3,3395,16.11,8544.7
3016,477,2,42546,1.72,83630.26
3016,562,3,31515,5.07,89749.48
3016,189,2,31960,3.33,61789.27
3017,11,2,36842,14.17,63243.7
3017,30,4,37381,18.08,122484.48
3018,58,4,8735,8.99,31797.43
3018,614,1,29508,8.85,26897.88
3018,41,2,49640,1.06,98230.28
3018,337,2,48758,5.52,92135.96
3018,748,5,42893,12.09,188540.8
3019,754,5,42485,18.17,173837.8
3019,545,5,15633,7.6,72225.94
3019,231,5,28034,6.7,130784.01
3019,531,5,699,2.49,3407.9
3019,415,2,49529,12.74,86433.16
3020,799,2,47253,10.33,84741.87
3021,764,2,39846,4.34,76236.54
3021,273,2,41237,18.52,67203.29
3021,5,5,6694,18.37,27322.33
3022,676,4,1469,4.4,5617.4
3022,369,1,6735,8.4,6169.26
3022,659,3,35722,10.79,95605.94
3022,761,4,48956,17.6,161363.93
3022,581,3,5478,18.05,13468.17
3023,109,3,32833,2.28,96250.6
3023,188,1,48493,7.6,44809.51
3023,603,5,40489,19.12,163728.08
3023,537,3,6719,18.74,16378.66
3023,692,3,12456,12.73,32610.3
3024,372,4,12465,2.3,48713.24
3024,647,1,29372,5.68,27702.57
3025,692,4,12456,0.76,49445.62
3025,27,4,6409,13.17,22260.31
3025,633,2,29233,1.77,57429.31
3026,281,5,18068,7.76,83329.55
3026,59,1,29617,15.72,24960.76
3026,95,1,6263,15.85,5270.46
3026,730,4,3552,15.02,12073.44
3027,498,3,45585,19.17,110541.12
3027,293,5,23591,18.04,96680.48
3027,763,4,8606,5.59,32499.02
3028,715,2,14163,11.06,25193.67
3028,145,4,35829,4.81,136428.65
3028,467,2,39398,5.06,74806.75
3029,210,2,28943,6.63,54048.31
3029,263,1,32235,10.74,28774.19
3029,370,1,12255,1.27,12099.73
3030,610,4,18636,9.55,67426.6
3030,673,3,40985,11.54,108760.58
3030,687,5,8414,4.59,40137.59
3031,368,4,38448,2.51,149936.57
3031,221,4,32169,12.07,113138.56
3032,202,3,31734,7.43,88132.05
3032,582,2,12584,0.56,25026.29
3032,626,1,13855,13.7,11956.24
3032,62,4,49542,4.68,188885.91
3032,447,5,29566,3.36,142867.61
3033,516,3,39869,11.94,105327.53
3034,774,2,24648,0.29,49154.31
3034,324,4,48030,17.22,159027.37
3035,402,4,30123,11.37,106794.45
3035,669,1,45090,10.62,40301.24
3035,265,2,976,2.79,1897.48
3035,621,5,33101,10.17,148676.45
3036,592,2,1425,17.29,2357.23
3036,79,5,12329,4.43,58911.66
3036,189,3,31960,3.77,92264.16
3036,28,5,48050,8.04,220937.62
3037,107,5,27917,3.89,134152.15
3037,44,1,36772,2.97,35680.07
3037,579,5,9735,4.61,46430.29
3037,51,4,15874,2.3,62033.21
3037,341,2,2932,17.72,4825.16
3038,442,4,48976,11.25,173874.44
3038,771,3,23437,9.13,63889.18
3038,538,4,14352,17.22,47520.53
3038,139,4,3598,1.35,14197.72
3039,532,4,27038,6.44,101187.92
3039,134,4,26786,14.22,91903.6
3040,604,2,30919,2.89,60049.03
3040,652,2,3791,19.19,6126.71
3040,503,1,21559,18.75,17516.65
3041,54,4,6473,7.31,24000.12
3041,723,4,46881,12.68,163754.29
3041,260,1,29870,2.65,29079.29
3042,18,5,39505,1.01,195532.54
3043,738,3,9576,16.47,23997.51
3043,525,5,12164,15.91,51142.31
3044,459,2,35302,4.81,67211.33
3045,292,4,19966,18.57,65034.73
3045,266,1,40759,11.7,35991.9
3045,366,2,41916,12.59,73274.64
3045,196,4,43843,3.28,169618.72
3046,460,3,48951,16.53,122583.09
3046,448,1,12125,2.86,11778.55
3046,473,5,16249,9.87,73222.49
3046,9,1,13709,4.34,13113.77
3047,761,5,48956,13.05,212831.86
3047,471,2,31634,15.06,53739.23
3047,24,4,15729,13.83,54214.1
3048,356,2,30275,19.29,48871.93
3048,188,4,48493,5.79,182739.81
3048,618,1,41380,5.71,39017.84
3048,684,3,13964,2.9,40675.44
3048,587,2,48814,1.88,95791.25
3049,67,2,43701,0.31,87133.04
3049,344,3,35764,10.46,96073.44
3049,757,5,39049,10.44,174853.96
3050,671,1,30921,16.88,25702.84
3050,446,1,5476,16.77,4557.77
3051,11,4,36842,6.19,138240.31
3052,642,3,20066,19.53,48442.25
3052,240,1,49005,0.43,48795.62
3052,751,4,30937,2.68,120437.02
3052,216,1,2068,0.7,2053.46
3053,334,2,12254,17.83,20139.11
3053,594,3,10597,12.88,27697.54
3053,160,3,8534,2.83,24877.01
3054,592,4,1425,17.49,4703.15
3055,328,1,22971,19.0,18607.64
3055,159,3,49220,16.03,123991.19
3055,241,5,9679,7.47,44781.28
3055,66,3,16135,0.64,48096.94
3056,724,1,32772,17.2,27136.8
3056,709,1,49181,7.45,45516.01
3056,288,1,8680,18.1,7108.59
3057,426,4,3022,15.29,10239.84
3057,396,5,27021,2.98,131077.83
3058,309,1,28184,4.45,26928.99
3059,302,1,7694,5.15,7297.85
3059,378,5,3865,15.12,16403.19
3060,370,3,12255,17.15,30458.24
3060,306,5,4387,15.81,18468.09
3061,249,3,18865,6.59,52865.76
3061,233,3,1351,7.65,3743.07
3061,458,1,13981,13.07,12153.89
3061,322,1,18464,10.32,16557.93
3062,618,3,41380,2.97,120449.42
3063,673,1,40985,8.91,37333.98
3063,118,3,34489,7.91,95278.15
3063,624,5,2394,18.01,9814.11
3063,86,2,9515,19.25,15366.32
3063,110,4,17621,16.83,58621.38
3064,696,4,42452,16.93,141062.54
3064,117,4,8453,14.33,28965.25
3065,20,2,22758,10.6,40690.87
3066,669,5,45090,14.05,193773.84
3067,714,5,29660,0.22,147969.1
3068,760,5,27180,8.74,124016.76
3069,47,1,47559,9.39,43092.37
3070,407,5,24147,3.65,116327.04
3070,73,2,6056,16.27,10141.32
3071,609,4,17474,11.17,62091.83
3071,642,3,20066,1.8,59115.64
3071,467,1,39398,15.06,33465.46
3071,577,2,6466,13.06,11243.44
3071,36,4,9669,1.75,37999.87
3072,780,2,43401,8.65,79292.78
3073,206,4,33761,13.09,117364.78
3074,73,3,6056,18.49,14809.15
3074,648,1,25201,15.29,21348.94
3074,434,4,13210,10.27,47413.75
3074,358,4,39235,2.58,152885.47
3074,370,1,12255,13.59,10589.3
3075,363,5,876,15.21,3713.66
3075,300,2,38859,8.1,71420.95
3075,131,5,29036,18.55,118248.22
3075,609,3,17474,10.87,46725.95
3075,465,2,1166,3.97,2239.41
3076,461,3,16895,13.34,43922.92
3076,752,4,44293,2.18,173309.76
3076,132,3,5667,11.92,14974.84
3076,108,3,49716,5.59,140811.83
3076,168,5,2469,5.78,11631.68
3077,226,1,33478,6.89,31169.77
3077,135,3,14766,13.3,38404.8
3078,416,1,11190,9.73,10101.45
3078,310,5,1291,4.94,6136.4
3078,453,3,22929,3.96,66065.68
3078,200,2,6774,2.8,13168.8
3079,635,2,35876,12.52,62769.77
3079,491,1,34251,7.2,31784.22
3079,577,1,6466,18.16,5291.48
3080,1,3,22044,1.88,64888.61
3081,633,1,29233,18.49,23827.09
3081,21,4,43651,18.13,142952.99
3081,354,1,2179,19.04,1764.18
3082,558,1,47340,4.41,45251.98
3082,238,3,6771,4.06,19488.67
3082,755,1,31786,4.37,30397.54
3082,211,2,6949,8.23,12754.26
3083,337,2,48758,5.37,92281.28
3083,143,1,24531,5.3,23231.81
3084,505,2,44352,19.44,71459.03
3084,562,4,31515,18.29,103002.61
3084,60,3,46669,3.71,134813.06
3084,438,4,655,10.35,2348.71
3084,235,2,49213,8.28,90276.55
3085,589,3,33173,0.66,98860.55
3086,711,2,25594,16.87,42553.54
3086,400,3,30873,0.21,92425.37
3087,305,5,38911,16.69,162085.86
3087,264,4,19805,17.03,65729.63
3087,652,3,3791,10.72,10153.58
3088,61,4,33184,0.43,132171.36
3089,346,2,41091,13.16,71363.11
3089,407,4,24147,18.59,78635.94
3090,219,1,10507,11.69,9278.92
3090,616,3,9508,13.99,24533.95
3090,770,5,761,15.21,3226.38
3091,189,2,31960,17.49,52741.17
3091,249,3,18865,3.29,54730.91
3091,546,5,32919,14.0,141545.88
3091,376,1,42958,10.46,38464.02
3091,337,3,48758,5.71,137922.86
3092,481,1,8883,3.38,8582.9
3092,134,3,26786,17.29,66465.51
3092,630,3,41558,12.57,109004.8
3092,793,1,28398,5.5,26835.72
3092,155,4,24628,12.0,86690.61
3093,606,3,27043,3.09,78620.21
3093,8,3,40604,10.73,108741.01
3094,293,5,23591,19.93,94440.73
3094,272,3,18904,5.82,53412.79
3095,25,5,2552,1.83,12526.45
3095,96,1,38441,9.74,34695.7
3095,779,4,43327,9.75,156404.99
3095,790,5,36702,4.74,174805.73
3096,587,4,48814,15.2,165573.75
3096,42,4,20451,2.42,79823.94
3096,666,4,17292,3.91,66465.88
3097,266,1,40759,10.56,36454.99
3097,301,5,33131,19.31,133659.8
3097,117,5,8453,18.55,34424.73
3097,64,2,9431,17.34,15591.66
3097,798,5,43335,0.65,215258.96
3098,626,2,13855,1.83,27202.48
3098,154,3,4191,19.97,10061.88
3098,265,2,976,8.78,1780.55
3098,110,4,17621,17.64,58054.03
3099,517,2,19777,17.99,32437.72
3099,387,3,9683,12.75,25345.89
3099,205,2,25290,16.39,42291.86
3099,365,4,18757,12.3,65799.12
3100,187,4,5125,11.87,18065.74
3101,142,5,37951,14.0,163197.68
3101,502,3,6398,7.06,17839.08
3101,767,4,27368,18.11,89650.66
3101,421,3,15104,11.04,40308.65
3101,440,5,45880,8.16,210669.52
3102,642,1,20066,17.11,16632.59
3102,465,3,1166,11.0,3113.2
3103,82,3,26210,9.45,71202.27
3103,704,2,30545,16.8,50824.07
3103,598,5,33955,14.09,145859.88
3103,378,1,3865,15.43,3268.8
3104,258,2,42460,1.06,84023.19
3104,192,5,17836,13.86,76817.34
3105,224,5,47406,19.29,191311.82
3105,428,2,10286,9.88,18540.4
3105,509,2,27720,0.47,55178.9
3105,675,2,20066,5.88,37772.76
3105,225,4,12361,0.04,49423.88
3106,458,3,13981,9.86,37806.66
3106,124,1,10850,7.84,9998.95
3106,125,3,12641,0.57,37705.09
3106,474,3,35322,2.48,103334.88
3106,180,1,17565,12.8,15316.24
3107,638,4,30475,0.94,120750.2
3107,679,5,31686,6.67,147855.13
3107,173,3,22462,11.65,59535.28
3107,674,2,8467,11.91,14916.54
3107,344,4,35764,6.67,133516.71
3108,799,4,47253,9.83,170435.94
3108,646,1,34348,15.37,29067.12
3109,724,2,32772,14.72,55894.39
3109,579,5,9735,1.83,47785.05
3109,797,4,12758,10.99,45422.27
3109,398,2,923,5.66,1741.54
3109,730,1,3552,19.95,2843.36
3110,37,5,15043,17.14,62325.15
3110,41,2,49640,5.78,93540.13
3110,48,2,37700,12.15,66235.38
3111,10,5,31465,10.58,140677.91
3111,345,3,29216,11.62,77460.54
3112,275,1,25393,3.42,24525.38
3112,205,4,25290,1.13,100018.01
3112,56,3,38377,13.31,99804.51
3112,750,3,27560,4.24,79176.19
3113,337,2,48758,19.77,78233.15
3113,146,5,39922,3.93,191760.86
3113,360,3,11048,7.83,30549.06
3113,53,1,38958,5.37,36864.06
3114,617,5,24985,8.55,114240.93
3114,480,5,740,12.29,3245.36
3114,671,2,30921,2.43,60341.69
3115,624,5,2394,4.39,11444.2
3115,440,3,45880,5.26,130397.87
3115,322,4,18464,9.07,67154.74
3116,188,3,48493,4.29,139235.61
3116,481,1,8883,1.68,8733.65
3116,205,4,25290,17.25,83706.4
3116,411,2,17282,7.84,31854.03
3116,204,2,22095,9.87,39827.0
3117,14,1,37342,4.05,35829.36
3118,792,5,24677,3.0,119679.46
3118,338,3,2014,14.88,5142.99
3119,346,5,41091,18.78,166873.07
3119,329,4,11671,18.92,37853.11
3119,797,4,12758,19.38,41143.42
3119,607,3,4954,2.94,14425.24
3119,299,4,3870,6.26,14511.47
3120,758,1,39646,12.69,34615.89
3120,416,3,11190,10.88,29915.93
3120,406,1,46522,16.5,38844.01
3120,363,1,876,3.95,841.44
3121,785,1,36000,15.12,30557.91
3121,665,2,908,7.37,1682.11
3121,102,2,5698,6.77,10624.32
3122,501,3,5634,6.46,15810.2
3122,784,2,37063,1.4,73088.06
3123,707,2,39275,3.41,75869.87
3124,79,3,12329,11.17,32854.36
3124,468,4,10824,6.32,40560.14
3124,677,2,3875,8.59,7084.21
3125,247,5,12830,5.05,60911.42
3125,384,4,7461,9.29,27071.11
3126,104,4,47117,3.83,181243.65
3126,550,2,36096,17.35,59664.41
3126,66,5,16135,13.21,70021.47
3126,181,1,37765,16.69,31462.99
3126,310,4,1291,1.15,5104.66
3127,253,2,44802,9.41,81172.73
3128,106,1,11693,5.21,11083.79
3128,475,4,44090,5.31,167001.5
3129,757,3,39049,3.34,113237.46
3130,577,2,6466,13.96,11126.1
3130,534,1,37899,11.68,33471.12
3130,178,4,18083,15.03,61458.12
3130,494,5,18760,17.6,77295.19
3130,387,5,9683,14.41,41437.75
3131,577,5,6466,15.48,27325.89
3131,191,4,13906,9.98,50072.16
3131,506,3,49791,7.2,138624.87
3131,416,5,11190,12.11,49172.87
3131,726,3,39460,11.2,105121.96
3132,532,5,27038,12.24,118638.53
3133,527,3,16870,11.44,44821.85
3133,436,1,8259,15.59,6971.26
3134,231,2,28034,3.92,53868.55
3134,525,5,12164,15.38,51468.41
3135,518,1,2407,8.63,2199.2
3135,708,1,33623,11.95,29605.48
3135,179,5,3081,11.47,13637.82
3135,2,1,49355,19.98,39493.28
3136,693,3,17153,16.07,43191.37
3136,247,2,12830,3.55,24748.78
3136,583,4,31110,11.48,110154.01
3136,218,3,38757,9.16,105618.64
3137,642,1,20066,1.55,19754.94
3137,652,3,3791,3.79,10941.69
3137,460,5,48951,19.97,195868.85
3138,561,5,6452,5.53,30475.19
3138,537,1,6719,6.59,6275.89
3138,798,2,43335,7.57,80112.96
3139,634,1,9430,19.27,7612.77
3139,739,5,24773,18.62,100807.22
3140,458,1,13981,7.09,12990.28
3141,590,4,21896,7.75,80797.98
3141,59,5,29617,9.89,133441.63
3141,560,3,3845,10.1,10370.41
3141,157,2,1861,9.2,3379.59
3141,173,2,22462,7.69,41471.55
3142,279,5,48374,17.69,199075.78
3142,248,1,36087,16.57,30107.61
3142,769,3,45901,3.46,132934.77
3143,647,1,29372,7.15,27271.96
3143,404,2,13135,19.45,21159.9
3144,28,5,48050,19.51,193368.1
3144,406,2,46522,6.17,87303.72
3145,605,3,39121,7.43,108640.33
3146,119,1,24872,18.96,20155.74
3147,238,3,6771,1.38,20031.99
3147,341,5,2932,7.52,13557.07
3147,392,3,8036,6.5,22541.1
3147,285,1,46606,18.78,37853.53
3147,563,3,29264,0.69,87187.7
3148,378,4,3865,19.6,12429.62
3149,646,5,34348,16.87,142772.82
3149,774,5,24648,4.68,117468.55
3150,432,4,9095,16.75,30286.06
3150,312,2,30820,19.01,49921.67
3151,88,2,13145,7.03,24440.92
3151,645,5,3061,4.74,14579.28
3151,746,3,1657,18.18,4067.26
3151,721,5,27436,15.22,116304.51
3152,598,4,33955,1.57,133684.54
3153,88,5,13145,6.47,61472.54
3154,153,3,34959,4.97,99668.31
3154,129,3,35731,18.87,86961.23
3154,738,4,9576,19.29,30914.17
3155,76,1,41203,12.65,35991.89
3155,375,1,23607,5.45,22319.79
3155,23,5,14787,7.71,68232.15
3156,191,1,13906,19.21,11234.93
3156,267,3,9119,10.69,24432.33
3157,438,4,655,16.48,2188.23
3157,595,1,42180,19.79,33832.41
3157,540,2,29779,11.73,52574.12
3157,136,4,42470,19.26,137165.04
3157,112,4,18796,13.62,64941.36
3158,92,3,49329,16.26,123918.36
3158,416,5,11190,17.24,46303.91
3158,800,2,4827,11.31,8562.07
3159,350,5,25292,1.35,124752.39
3160,196,1,43843,14.11,37656.35
3160,273,2,41237,11.33,73125.97
3161,737,2,30765,19.73,49389.57
3161,537,3,6719,5.74,19000.88
3161,75,4,30634,10.68,109453.78
3161,68,1,7164,12.86,6243.06
3161,181,5,37765,17.87,155074.88
3162,551,2,5904,19.93,9454.74
3162,406,2,46522,5.79,87658.12
3162,420,4,49349,15.65,166498.71
3162,781,4,41599,11.97,146483.41
3163,450,4,47864,10.73,170920.82
3163,400,1,30873,11.62,27285.94
3163,575,3,47368,3.33,137375.27
3163,301,5,33131,5.27,156930.21
3163,664,2,39598,19.15,64029.7
3164,236,1,48499,11.41,42966.48
3165,353,1,41391,2.0,40561.88
3165,586,2,28146,12.96,48995.08
3165,218,5,38757,9.24,175880.87
3165,720,4,14778,6.2,55447.31
3165,763,1,8606,1.07,8513.92
3166,187,5,5125,1.83,25156.62
3166,562,1,31515,4.05,30239.44
3166,540,5,29779,18.54,121290.87
3167,584,5,48654,5.4,230138.3
3167,220,5,22061,12.23,96816.16
3168,359,4,14931,14.18,51254.78
3168,124,2,10850,2.91,21069.29
3168,345,1,29216,1.24,28852.69
3168,603,1,40489,7.82,37321.4
3169,215,2,11546,17.91,18955.5
3169,204,2,22095,5.85,41606.17
3170,66,2,16135,2.87,31344.14
3171,732,3,33757,5.94,95256.57
3171,767,3,27368,9.01,74702.81
3172,163,1,8584,1.21,8480.55
3172,216,4,2068,18.98,6702.34
3173,392,5,8036,15.8,33833.39
3173,337,1,48758,11.06,43366.14
3173,387,3,9683,7.37,26909.4
3173,285,4,46606,8.74,170128.0
3173,52,4,7475,7.23,27739.57
3174,63,5,33080,12.67,144449.85
3175,61,5,33184,5.88,156160.9
3175,785,1,36000,13.03,31308.89
3175,277,1,39219,14.8,33414.73
3176,381,2,43651,3.72,84051.71
3176,643,1,12671,1.12,12528.85
3176,753,1,9478,12.08,8333.23
3176,384,2,7461,3.58,14387.12
3177,387,5,9683,11.45,42870.69
3178,234,5,11210,11.44,49639.12
3178,450,3,47864,5.66,135468.49
3178,201,1,47029,17.47,38812.88
3178,33,2,33635,1.96,65948.31
3178,433,1,31953,13.49,27641.82
3179,241,2,9679,8.22,17766.19
3179,250,5,18922,18.21,77380.53
3179,618,1,41380,13.84,35650.95
3180,222,1,14366,17.76,11815.07
3180,540,5,29779,3.63,143497.11
3180,331,1,12322,5.91,11594.35
3180,584,2,48654,19.93,77915.45
3180,373,1,2035,7.21,1888.33
3181,189,3,31960,13.61,82832.87
3181,66,2,16135,12.31,28297.54
3181,321,1,1469,2.87,1426.79
3182,567,2,18576,15.17,31516.76
3182,57,2,23391,18.53,38112.48
3182,449,5,34100,5.95,160354.11
3183,241,3,9679,14.75,24754.92
3184,397,4,48119,15.01,163577.55
3184,231,2,28034,5.46,53008.19
3185,740,3,6241,12.13,16452.22
3185,14,5,37342,0.03,186658.8
3185,278,4,17582,16.01,59068.76
3186,235,3,49213,8.09,135688.63
3186,288,3,8680,19.57,20943.09
3186,700,4,35385,15.29,119898.22
3186,710,2,16471,17.94,27031.25
3186,341,1,2932,4.63,2796.31
3187,543,2,46974,9.04,85452.66
3187,145,3,35829,8.62,98222.57
3187,355,1,22208,2.31,21694.08
3187,43,4,42545,12.55,148826.23
3187,453,3,22929,6.05,64627.3
3188,145,1,35829,15.37,30322.98
3188,357,5,11535,14.58,49267.69
3188,54,1,6473,19.51,5210.41
3189,519,3,34068,4.62,97481.38
3189,681,5,9569,9.81,43149.83
3190,318,3,1058,13.71,2738.79
3190,454,1,34432,10.14,30939.99
3191,596,1,44068,3.82,42385.11
3191,608,3,10780,10.47,28954.89
3191,556,4,5463,12.35,19152.94
3192,154,4,4191,1.17,16567.78
3192,324,4,48030,18.05,157443.13
3192,247,2,12830,6.7,23941.87
3192,147,5,13121,15.39,55510.35
3192,16,1,48804,3.76,46966.77
3193,456,2,3843,3.18,7441.48
3194,540,2,29779,13.72,51388.28
3194,753,5,9478,0.33,47233.15
3194,111,2,42462,14.78,72373.21
3194,652,1,3791,16.1,3180.8
3195,791,5,13806,12.78,60207.44
3195,711,2,25594,7.54,47328.34
3195,331,2,12322,8.27,22606.98
3196,20,5,22758,8.37,104265.06
3196,333,2,13413,3.85,25793.15
3196,5,4,6694,5.53,25295.23
3196,357,1,11535,16.52,9629.44
3197,446,1,5476,3.15,5303.47
3198,159,4,49220,0.54,195813.59
3198,588,4,7137,6.21,26775.25
3198,673,5,40985,10.59,183218.13
3199,278,1,17582,7.63,16239.62
3199,637,3,3761,14.64,9631.65
3199,535,1,44091,14.95,37500.07
3200,363,2,876,8.75,1598.73
3200,219,3,10507,7.38,29194.46
3201,751,4,30937,16.14,103769.12
3201,596,5,44068,17.87,180973.93
3202,402,4,30123,7.74,111165.68
3202,66,3,16135,6.58,45219.32
3202,99,2,24698,7.15,45861.95
3202,745,4,11500,15.63,38811.43
3203,186,1,15432,3.85,14838.17
3204,800,1,4827,8.16,4433.01
3204,253,2,44802,19.28,72332.11
3204,703,3,4006,0.66,11938.74
3204,515,4,12505,5.16,47441.22
3204,409,4,32132,7.05,119460.48
3205,680,3,35000,19.19,84853.96
3205,432,3,9095,7.16,25332.37
3205,671,1,30921,6.54,28898.65
3205,201,1,47029,14.65,40140.29
3206,579,3,9735,13.21,25346.03
3207,272,1,18904,1.23,18671.7
3207,764,2,39846,7.27,73894.76
3207,358,2,39235,11.9,69130.96
3207,347,2,12709,18.14,20806.58
3208,550,2,36096,13.93,62132.59
3209,735,4,44108,11.24,156598.71
3209,535,2,44091,16.24,73857.19
3209,726,4,39460,13.16,137067.03
3209,151,2,33987,18.06,55699.35
3210,671,4,30921,8.55,113103.11
3210,263,5,32235,7.16,149638.95
3210,512,3,16781,6.25,47196.95
3210,557,5,46499,2.19,227413.92
3210,183,1,44171,2.11,43240.49
3211,744,5,40044,6.08,188055.05
3211,479,2,36972,11.75,65256.4
3211,665,5,908,15.9,3818.07
3211,386,3,16851,11.84,44568.96
3212,396,3,27021,6.58,75732.97
3212,275,3,25393,7.41,70531.31
3213,776,4,49281,9.64,178113.58
3213,64,2,9431,14.97,16037.78
3213,136,1,42470,8.44,38886.18
3213,66,4,16135,16.81,53690.42
3213,137,1,4369,8.72,3988.1
3214,683,4,40844,14.06,140399.26
3214,181,1,37765,9.77,34076.78
3215,512,4,16781,6.77,62580.06
3215,637,3,3761,18.26,9222.33
3215,4,5,27058,3.04,131175.41
3215,658,3,47637,4.79,136062.48
3216,550,5,36096,17.28,149301.6
3216,122,2,841,4.39,1608.24
3216,107,5,27917,3.4,134844.27
3217,601,2,6726,4.37,12863.64
3218,591,3,46516,10.01,125584.82
3218,261,2,44754,19.61,71955.0
3218,167,3,3937,0.55,11745.62
3219,585,3,37989,17.86,93607.35
3219,598,3,33955,14.72,86865.65
3219,85,4,10347,12.15,36357.42
3219,393,2,44254,11.04,78732.33
3220,153,1,34959,0.95,34627.61
3220,357,1,11535,19.37,9301.13
3220,720,1,14778,11.01,13151.23
3221,429,4,12174,9.27,44182.54
3221,228,5,5162,1.35,25461.01
3222,277,1,39219,8.13,36031.53
3223,408,4,45581,19.81,146200.02
3223,369,1,6735,9.01,6128.41
3223,254,1,34673,19.85,27789.87
3223,552,5,7982,5.43,37744.42
3223,126,4,47790,17.04,158586.47
3224,170,2,36923,15.92,62087.98
3225,139,1,3598,1.8,3533.13
3225,466,3,27100,13.91,69989.26
3226,603,5,40489,17.27,167487.09
3226,481,5,8883,5.86,41813.44
3227,623,2,48286,4.98,91762.26
3227,504,5,15085,9.37,68358.62
3227,510,4,44339,1.6,174526.77
3227,495,4,30339,18.56,98831.93
3227,155,5,24628,1.4,121420.36
3228,240,4,49005,12.63,171266.33
3229,555,4,8915,17.36,29469.39
3229,539,5,41770,16.17,175081.36
3229,208,5,42655,11.01,189801.02
3229,148,3,48203,15.67,121943.7
3229,761,1,48956,12.24,42963.39
3230,258,1,42460,12.51,37149.31
3231,627,5,3665,19.36,14777.25
3232,380,1,30278,2.21,29608.84
3233,771,2,23437,18.26,38317.12
3234,313,2,28010,16.52,46763.13
3234,743,5,21775,17.65,89658.06
3234,795,1,13627,1.59,13410.69
3234,186,3,15432,13.62,39991.33
3235,195,3,16145,12.09,42577.82
3235,771,5,23437,10.08,105370.22
3235,673,3,40985,15.62,103747.01
3236,689,4,14738,5.79,55540.88
3236,115,2,32213,4.69,61406.85
3236,551,3,5904,17.17,14671.38
3236,16,4,48804,2.79,189764.47
3237,593,5,11645,4.79,55437.11
3237,88,1,13145,8.37,12044.96
3237,501,5,5634,18.88,22851.64
3238,634,4,9430,13.97,32452.39
3239,264,1,19805,12.84,17263.0
3239,56,5,38377,1.78,188475.74
3239,368,2,38448,9.32,69729.88
3239,124,1,10850,6.54,10140.55
3240,463,3,14307,11.94,37797.73
3240,657,4,47124,16.54,157320.32
3240,424,5,42314,16.84,175944.88
3240,444,5,2198,1.09,10869.96
3241,594,5,10597,10.54,47398.47
3241,564,4,34243,11.04,121850.29
3241,270,5,37297,5.69,175876.36
3242,140,2,7909,12.78,13796.63
3243,614,2,29508,10.69,52709.33
3244,614,3,29508,8.18,81284.23
3244,37,4,15043,4.4,57525.37
3244,131,3,29036,19.12,70450.01
3244,684,2,13964,6.0,26251.89
3245,337,1,48758,1.11,48217.59
3245,652,1,3791,18.72,3081.39
3245,361,1,23190,3.03,22487.6
3246,528,5,15968,5.45,75487.12
3246,717,5,2763,19.69,11095.32
3247,74,3,16509,0.53,49263.39
3248,333,1,13413,6.48,12543.17
3248,221,1,32169,5.31,30461.45
3248,532,3,27038,0.96,80332.23
3248,780,4,43401,9.61,156926.47
3248,239,3,30763,4.93,87737.76
3249,415,4,49529,14.05,170282.54
3249,433,3,31953,16.08,80440.8
3249,578,2,32373,5.19,61388.01
3249,422,1,15673,10.31,14057.77
3249,209,1,41113,3.99,39474.41
3250,357,4,11535,15.83,38833.75
3250,264,4,19805,14.59,67662.37
3250,334,5,12254,0.16,61174.07
3251,570,4,3395,19.22,10969.7
3251,625,5,34226,8.73,156195.53
3251,91,3,19650,9.45,53379.3
3251,368,1,38448,14.39,32913.74
3251,415,5,49529,17.94,203212.3
3252,409,5,32132,16.57,134043.11
3252,553,3,34397,3.61,99469.9
3252,610,4,18636,8.37,68302.57
3252,78,2,37618,19.39,60650.45
3253,421,5,15104,12.14,66352.25
3253,133,2,13532,1.84,26566.0
3254,493,3,47649,15.71,120491.77
3254,357,2,11535,5.93,21701.26
3254,259,1,31342,7.04,29136.97
3255,530,4,15331,0.94,60746.66
3255,391,3,37932,18.29,92981.36
3255,183,1,44171,10.5,39535.16
3255,208,5,42655,1.28,210545.12
3256,215,5,11546,8.86,52614.05
3256,113,5,14526,4.22,69562.03
3256,475,5,44090,2.69,214514.86
3257,114,2,19552,2.78,38017.84
3257,288,2,8680,11.03,15444.82
3258,70,2,5496,6.33,10296.49
3258,606,3,27043,9.7,73258.13
3259,656,4,42531,12.88,148213.64
3259,126,5,47790,18.4,194971.63
3259,4,5,27058,11.23,120098.36
3259,728,3,2734,13.21,7118.54
3260,283,3,49245,8.37,135367.84
3261,484,3,6727,12.24,17709.99
3261,770,2,761,12.25,1335.48
3262,71,5,7350,13.57,31762.22
3262,66,5,16135,12.59,70514.76
3262,165,1,33251,4.2,31854.12
3263,66,3,16135,12.31,42445.78
